@RELATION power-spectrum

@ATTRIBUTE alpha_Ch1 NUMERIC
@ATTRIBUTE alpha_Ch2 NUMERIC
@ATTRIBUTE alpha_Ch2 NUMERIC
@ATTRIBUTE alpha_Ch2 NUMERIC
@ATTRIBUTE beta_Ch1 NUMERIC
@ATTRIBUTE beta_Ch2 NUMERIC
@ATTRIBUTE beta_Ch3 NUMERIC
@ATTRIBUTE beta_Ch4 NUMERIC
@ATTRIBUTE delta_Ch1 NUMERIC
@ATTRIBUTE delta_Ch2 NUMERIC
@ATTRIBUTE delta_Ch3 NUMERIC
@ATTRIBUTE delta_Ch4 NUMERIC
@ATTRIBUTE gamma_Ch1 NUMERIC
@ATTRIBUTE gamma_Ch2 NUMERIC
@ATTRIBUTE gamma_Ch3 NUMERIC
@ATTRIBUTE gamma_Ch3 NUMERIC
@ATTRIBUTE theta_Ch1 NUMERIC
@ATTRIBUTE theta_Ch2 NUMERIC
@ATTRIBUTE theta_Ch3 NUMERIC
@ATTRIBUTE theta_Ch4 NUMERIC
@ATTRIBUTE class {close, open}

@DATA
0.9964687, 0.5385096, 0.13689938, 1.1146084, 0.20825437, 1.0882398, -0.20145887, 0.2634381, 0.6674938, 0.51111203, 0.17723103, 0.60996765, -0.12138004, 0.8442312, -0.590219, 0.019357502, 0.52113813, 0.7200254, 0.4213474, 0.36541814, close
0.9641435, 0.49997425, 0.18425962, 1.1146084, 0.17943718, 1.092706, -0.19531374, 0.26190063, 0.6764076, 0.5207528, 0.18500866, 0.60641205, -0.128187, 0.83214015, -0.59492654, 0.012049346, 0.58313096, 0.75369585, 0.46452332, 0.47409248, close
0.9438774, 0.44077808, 0.19764884, 1.1146084, 0.14953695, 1.0957767, -0.18598646, 0.26497, 0.6778796, 0.54232335, 0.19253784, 0.6014509, -0.13072945, 0.82027364, -0.59278655, 0.0036949166, 0.63825184, 0.7863956, 0.49973124, 0.55966574, close
0.9594173, 0.41130736, 0.19876714, 1.1129423, 0.1289215, 1.099054, -0.17572737, 0.27643952, 0.68006897, 0.5702214, 0.19333588, 0.5970954, -0.1295325, 0.8094383, -0.5840657, -0.00603279, 0.67782617, 0.81477267, 0.5282809, 0.61478287, close
0.96645665, 0.37272024, 0.19876714, 1.1078451, 0.12162036, 1.1039575, -0.16605942, 0.29383945, 0.69124675, 0.6123581, 0.18309072, 0.5977349, -0.129141, 0.7993364, -0.5720296, -0.019087931, 0.70142305, 0.834616, 0.55163693, 0.6433341, close
0.9576973, 0.34144005, 0.19876714, 1.1052806, 0.12321468, 1.1109569, -0.1579939, 0.31201342, 0.71179503, 0.6677472, 0.1628534, 0.6044384, -0.13463597, 0.78971934, -0.55972767, -0.038546503, 0.71282226, 0.8458332, 0.5705489, 0.6552097, close
0.9366967, 0.31644577, 0.19876714, 1.1049867, 0.12795249, 1.1197176, -0.1513579, 0.3270314, 0.7353211, 0.72294664, 0.13418584, 0.6141742, -0.14891945, 0.77935654, -0.547962, -0.0676281, 0.71632046, 0.8489007, 0.58550286, 0.661863, close
0.9133217, 0.28778845, 0.19876714, 1.0901538, 0.13396445, 1.1290717, -0.14477117, 0.33861333, 0.75577104, 0.762819, 0.103447385, 0.6236878, -0.17156927, 0.7655981, -0.5356467, -0.1073409, 0.71426463, 0.8439646, 0.5961122, 0.67165804, close
0.9133217, 0.27085325, 0.17596994, 1.0728565, 0.14463113, 1.1371031, -0.13514423, 0.3502352, 0.76705533, 0.78227854, 0.08079442, 0.6271031, -0.19971861, 0.74530095, -0.521685, -0.1549608, 0.7061375, 0.8297279, 0.6017097, 0.6870406, close
0.9133217, 0.27085325, 0.12974238, 1.0449679, 0.16248655, 1.1410154, -0.12165849, 0.36328816, 0.76626295, 0.7849265, 0.07736908, 0.6192207, -0.22866403, 0.71887416, -0.50544167, -0.20441055, 0.6908129, 0.8054817, 0.6012158, 0.7055511, close
0.9133217, 0.24246663, 0.06292218, 1.0001059, 0.1855671, 1.1389533, -0.102745675, 0.37662557, 0.7508059, 0.78138596, 0.10274461, 0.59636736, -0.2530852, 0.6915909, -0.48724857, -0.2483241, 0.66867334, 0.7735661, 0.5931643, 0.7233151, close
0.9133217, 0.19225569, 0.037998296, 0.9633163, 0.2095741, 1.1311408, -0.077812575, 0.3884206, 0.72310245, 0.7835067, 0.16214253, 0.5601063, -0.2694223, 0.6722163, -0.46876007, -0.28418073, 0.6427795, 0.73950094, 0.5763722, 0.73652047, close
0.919016, 0.16590719, 0.037998296, 0.93679404, 0.23026274, 1.1203184, -0.050389446, 0.3990713, 0.6888893, 0.79794884, 0.24654089, 0.5199445, -0.276608, 0.665931, -0.4534946, -0.31239125, 0.6202032, 0.7138815, 0.5497675, 0.74325466, close
0.9545717, 0.1823558, 0.061868094, 0.9434308, 0.24609828, 1.110147, -0.025240198, 0.4127238, 0.65628135, 0.8212084, 0.3328521, 0.489796, -0.2770225, 0.6709938, -0.44427952, -0.33504334, 0.6068192, 0.70912457, 0.51526105, 0.7432371, close
0.9785564, 0.23051557, 0.0823997, 0.95523685, 0.2580464, 1.1029894, -0.007598259, 0.43106613, 0.6314259, 0.84527445, 0.40267822, 0.48028415, -0.27437332, 0.681543, -0.44120312, -0.3517193, 0.6017579, 0.7302413, 0.47765735, 0.7354648, close
0.97512436, 0.27760935, 0.106986344, 0.95523685, 0.2678037, 1.098781, 0.00015391635, 0.45234758, 0.61594164, 0.86337537, 0.4455486, 0.48761255, -0.27217045, 0.6928724, -0.44180793, -0.36004877, 0.59655774, 0.76660484, 0.44629577, 0.71875566, close
0.96392953, 0.31924146, 0.12025683, 0.95523685, 0.27612674, 1.0969381, 0.0012090255, 0.47187075, 0.6054108, 0.87219113, 0.46406683, 0.4993767, -0.27318835, 0.70230496, -0.44205716, -0.36035195, 0.5826975, 0.80175513, 0.4298266, 0.69480145, close
0.9584366, 0.3549697, 0.12476297, 0.95523685, 0.2832539, 1.0972191, 0.00049480435, 0.48595095, 0.5927462, 0.87334055, 0.46749645, 0.5055864, -0.27901995, 0.70978725, -0.43758327, -0.35564917, 0.55916095, 0.82470363, 0.43010968, 0.67129105, close
0.9420304, 0.36359954, 0.117625855, 0.95523685, 0.2896824, 1.0984986, 0.0012425241, 0.49373534, 0.5715564, 0.86822164, 0.46598136, 0.5043637, -0.28941086, 0.7186769, -0.4267178, -0.3470934, 0.5339013, 0.83398217, 0.44366446, 0.6595292, close
0.9261084, 0.39013234, 0.11103472, 0.95523685, 0.296201, 1.0983616, 0.0024490352, 0.49818766, 0.5372778, 0.8511694, 0.46639377, 0.49805567, -0.29787913, 0.73363197, -0.40859082, -0.32842335, 0.51589906, 0.83514553, 0.4638492, 0.66745055, close
0.9323803, 0.39013234, 0.113018736, 0.9438136, 0.30279985, 1.0945901, 0.0014401738, 0.501993, 0.49049482, 0.8161192, 0.470394, 0.49378785, -0.29654175, 0.75601226, -0.38458705, -0.2971356, 0.5102637, 0.8340385, 0.48674253, 0.6964868, close
0.98884434, 0.39013234, 0.11665164, 1.031447, 0.30821225, 1.0879656, -0.0031938758, 0.50481945, 0.43669447, 0.76297307, 0.47586274, 0.49900517, -0.28237385, 0.7801266, -0.3594425, -0.2579459, 0.5121641, 0.83279246, 0.5116782, 0.73929983, close
1.0259029, 0.39013234, 0.13734464, 1.1048183, 0.31120607, 1.081421, -0.009191031, 0.5051159, 0.38191974, 0.7032323, 0.47873834, 0.51606715, -0.25923166, 0.798883, -0.33885577, -0.21885677, 0.5170658, 0.8305773, 0.54012394, 0.78922987, close
1.0430721, 0.39013234, 0.1516652, 1.1368808, 0.30926102, 1.078096, -0.013824432, 0.5011329, 0.33361465, 0.6517392, 0.47468355, 0.5413052, -0.23549896, 0.80772626, -0.32677162, -0.18418907, 0.5254619, 0.82701737, 0.5724628, 0.84015846, close
1.0434347, 0.39013234, 0.15775587, 1.1357454, 0.30055082, 1.0785693, -0.014004837, 0.4946912, 0.2962075, 0.6206008, 0.46069974, 0.5681494, -0.21764928, 0.8075724, -0.3237347, -0.15373619, 0.5413992, 0.8221703, 0.60618407, 0.8861564, close
1.0434347, 0.39013234, 0.16175736, 1.1304163, 0.28488153, 1.0806316, -0.010788657, 0.4886596, 0.27737466, 0.6073912, 0.43484128, 0.5898359, -0.20728695, 0.8024103, -0.32727763, -0.12460821, 0.56770015, 0.81532824, 0.63684905, 0.9233232, close
1.0432893, 0.39013234, 0.16653974, 1.1236278, 0.26345587, 1.081241, -0.008901343, 0.48463723, 0.2792437, 0.5981409, 0.39487505, 0.60466313, -0.20137547, 0.79732215, -0.33305582, -0.09577715, 0.6015584, 0.80584395, 0.6598031, 0.9503126, close
1.0417378, 0.39013234, 0.17242903, 1.1232374, 0.24015637, 1.0787675, -0.010489932, 0.48132217, 0.29355663, 0.5771961, 0.3388438, 0.6106867, -0.19552428, 0.7963627, -0.33653724, -0.07026778, 0.6347146, 0.7907118, 0.67332953, 0.9681782, close
1.0398484, 0.39013234, 0.18135658, 1.1232374, 0.22055513, 1.0736287, -0.015261709, 0.4749965, 0.30763805, 0.5376046, 0.27281612, 0.6077358, -0.18831229, 0.80117273, -0.33418927, -0.051037613, 0.65890616, 0.76398104, 0.67857146, 0.9792398, close
1.0398484, 0.3834466, 0.1887203, 1.1215428, 0.2075459, 1.0671871, -0.019512352, 0.46437097, 0.31103516, 0.48249084, 0.21049821, 0.5950365, -0.18173489, 0.8106464, -0.3255793, -0.038577303, 0.67073554, 0.7195379, 0.6783295, 0.9863136, close
1.036571, 0.37219065, 0.1887203, 1.1092625, 0.19930567, 1.0593272, -0.019572776, 0.4506756, 0.30437002, 0.42731786, 0.17356987, 0.57628477, -0.17879468, 0.82348883, -0.31382588, -0.030585535, 0.6723833, 0.6573491, 0.67373234, 0.99176025, close
1.0223897, 0.360243, 0.1887203, 1.0922612, 0.19170485, 1.0475818, -0.015151495, 0.43747026, 0.2959488, 0.39170069, 0.1700355, 0.55633575, -0.1799072, 0.8393665, -0.30233073, -0.02473884, 0.6717788, 0.5859773, 0.6633508, 0.9964598, close
1.0018369, 0.31939757, 0.17483738, 1.0856243, 0.17951445, 1.0300745, -0.008268617, 0.42510667, 0.29503855, 0.38110286, 0.18872015, 0.5388457, -0.18147285, 0.85691506, -0.2931939, -0.01950296, 0.67635363, 0.52333784, 0.6457726, 0.9992653, close
0.987421, 0.27537102, 0.15690868, 1.0838916, 0.15969639, 1.0094311, -0.0012374421, 0.41234475, 0.3031482, 0.38817215, 0.2099818, 0.52355826, -0.17730337, 0.8712617, -0.28369665, -0.017368065, 0.68783844, 0.48273104, 0.6208303, 0.9984819, close
0.9829942, 0.31226903, 0.13449787, 1.0838916, 0.1332944, 0.9934845, 0.004600889, 0.39637062, 0.31545126, 0.40886956, 0.22362703, 0.5066939, -0.16588983, 0.8753509, -0.27089742, -0.022818783, 0.7020889, 0.46297684, 0.59035045, 0.99219525, close
0.99115336, 0.37863097, 0.09730735, 1.0838916, 0.104954235, 0.98976094, 0.008707583, 0.37843838, 0.32455784, 0.44432986, 0.22551659, 0.4821897, -0.15043977, 0.8651009, -0.2550427, -0.037252568, 0.7132373, 0.45089746, 0.55549234, 0.978369, close
0.99295866, 0.41906014, 0.034547545, 1.0823998, 0.08107358, 0.9981971, 0.011381828, 0.36351988, 0.3243386, 0.49045557, 0.21777621, 0.44307104, -0.13674052, 0.8430187, -0.23878781, -0.056633636, 0.718486, 0.43965277, 0.5147691, 0.95531255, close
0.9802546, 0.45297492, -0.00088823447, 1.0586294, 0.064474605, 1.0124098, 0.012489996, 0.35535443, 0.31296483, 0.5377851, 0.2051135, 0.3825513, -0.12905002, 0.81719226, -0.22506395, -0.074550234, 0.717184, 0.43007776, 0.4634613, 0.92040867, close
0.96240264, 0.50376534, -0.008528927, 1.0050839, 0.054228425, 1.026463, 0.011581454, 0.35364443, 0.29024133, 0.57690537, 0.1916057, 0.29562575, -0.12717518, 0.7970826, -0.2147847, -0.08660498, 0.70863515, 0.42230758, 0.39757657, 0.8724365, close
0.9353324, 0.55505115, -0.048148558, 0.94719136, 0.047302227, 1.0392345, 0.007940705, 0.35320896, 0.26199654, 0.6026832, 0.17949891, 0.18408412, -0.12865771, 0.786176, -0.2078491, -0.09213143, 0.6909232, 0.4179121, 0.31822926, 0.81396776, close
0.8994521, 0.5713839, -0.036562044, 0.88003314, 0.043376945, 1.0533534, 0.0015463902, 0.34889856, 0.23335265, 0.6156553, 0.17037793, 0.06805038, -0.13081117, 0.7814827, -0.20331533, -0.09240138, 0.6633726, 0.41678256, 0.23447645, 0.752133, close
0.8972585, 0.5726128, -0.030047758, 0.84461355, 0.043540306, 1.0709903, -0.0052285166, 0.33870286, 0.21323615, 0.61835307, 0.16121574, -0.0145183625, -0.13247587, 0.7766697, -0.19912139, -0.08827483, 0.62850714, 0.41920093, 0.16192359, 0.69610953, close
0.8972585, 0.5777461, -0.030047758, 0.83814204, 0.047917884, 1.0909843, -0.00951527, 0.3237946, 0.20854063, 0.614057, 0.15013011, -0.027281249, -0.13097653, 0.7672107, -0.19218306, -0.077333495, 0.59421587, 0.42346507, 0.11235951, 0.6525509, close
0.8972585, 0.60318875, -0.04012453, 0.8301035, 0.054684617, 1.109716, -0.009764088, 0.30771175, 0.22214371, 0.605174, 0.13171534, 0.015979094, -0.12228098, 0.751478, -0.17990953, -0.058332384, 0.56903595, 0.4290298, 0.08271537, 0.62014514, close
0.8972585, 0.6189224, -0.053187266, 0.82788366, 0.06219714, 1.1244525, -0.008031527, 0.2941816, 0.2589246, 0.59377974, 0.10426531, 0.0887055, -0.10500379, 0.7305562, -0.16286322, -0.033211015, 0.554514, 0.4330319, 0.05813446, 0.5915037, close
0.8944773, 0.62416893, -0.07719048, 0.82269216, 0.07287026, 1.1354835, -0.007832426, 0.2841599, 0.30946463, 0.5813237, 0.067225784, 0.1624268, -0.08279773, 0.7069368, -0.14469482, -0.006896552, 0.5448304, 0.43536374, 0.02781502, 0.55878145, close
0.86690384, 0.63949746, -0.09514747, 0.7925489, 0.09043066, 1.1453749, -0.012838059, 0.2760454, 0.3629899, 0.5684159, 0.027508665, 0.22945687, -0.06329422, 0.68238753, -0.1305749, 0.01655016, 0.5316884, 0.44143218, -0.007863596, 0.51715255, close
0.82164896, 0.65256304, -0.063004866, 0.77772176, 0.11668317, 1.1563344, -0.024870884, 0.26875243, 0.40820098, 0.5542431, -0.006424322, 0.2861889, -0.053429868, 0.657561, -0.12415418, 0.034493055, 0.5136118, 0.4550767, -0.040440153, 0.4692331, close
0.7686809, 0.6620919, -0.040283505, 0.77772176, 0.14746702, 1.1688869, -0.042226028, 0.26213944, 0.4430909, 0.5342631, -0.02328132, 0.33536515, -0.056062456, 0.6338781, -0.12808149, 0.047974996, 0.4991872, 0.47541085, -0.06440176, 0.4233909, close
0.7371559, 0.6627157, -0.040283505, 0.77772176, 0.17542462, 1.1814126, -0.059702937, 0.2570335, 0.47175327, 0.503075, -0.026183248, 0.38055518, -0.069131, 0.6150169, -0.14326012, 0.05877341, 0.4995533, 0.49529937, -0.0741858, 0.38886127, close
0.72076887, 0.6738746, -0.040283505, 0.7816107, 0.1951825, 1.1914243, -0.07024121, 0.2528622, 0.49921396, 0.456514, -0.02130102, 0.42139995, -0.08682243, 0.60495657, -0.16797532, 0.06806731, 0.51811135, 0.50968564, -0.06686357, 0.3705271, close
0.69248533, 0.67219156, -0.040283505, 0.83704484, 0.20565963, 1.1971244, -0.07057873, 0.24927866, 0.5249514, 0.40299156, -0.01485648, 0.451504, -0.10261041, 0.60738283, -0.19755161, 0.07503646, 0.5486291, 0.5191099, -0.042214625, 0.36867306, close
0.6550504, 0.6797619, -0.042809226, 0.89371914, 0.21066839, 1.1991425, -0.06388861, 0.24574786, 0.5535566, 0.38571522, -0.004689741, 0.4728927, -0.11156963, 0.6211777, -0.2251273, 0.0787442, 0.57864857, 0.5476837, -0.0042573856, 0.37825498, close
0.60159, 0.71613204, -0.015976463, 0.92853296, 0.2150403, 1.2003351, -0.057281196, 0.2441092, 0.58718807, 0.49498394, 0.020235708, 0.4929335, -0.113559306, 0.63981336, -0.2445562, 0.07894325, 0.6028672, 0.6251243, 0.040729553, 0.39448646, close
0.62671876, 0.8397559, 0.022277605, 0.94289, 0.22068834, 1.2035226, -0.05679907, 0.247308, 0.6273865, 0.71177304, 0.06871676, 0.5217282, -0.11114751, 0.6569413, -0.25245482, 0.07526537, 0.62078387, 0.7444368, 0.08741242, 0.41375762, close
0.6605653, 0.93380743, 0.07455341, 0.9229466, 0.22572489, 1.2090057, -0.065310724, 0.2564317, 0.6704502, 0.93117523, 0.13790303, 0.5615658, -0.10790668, 0.6698854, -0.24978305, 0.06671364, 0.63351405, 0.8683209, 0.12891857, 0.43263033, close
0.66851294, 0.95000654, 0.08599486, 0.89196295, 0.22790493, 1.2134655, -0.083475485, 0.2704189, 0.70461744, 1.102972, 0.20930785, 0.60067993, -0.10562104, 0.68162394, -0.24188462, 0.052037515, 0.6416062, 0.9670124, 0.16079842, 0.4512628, close
0.6769098, 0.95000654, 0.09509889, 0.888965, 0.22707549, 1.2133086, -0.110674255, 0.2850879, 0.72343695, 1.2191186, 0.264839, 0.6274694, -0.10714283, 0.697292, -0.23652756, 0.031027025, 0.64129573, 1.0315465, 0.1807953, 0.4672431, close
0.6930772, 0.95094913, 0.09509889, 0.8884342, 0.22430798, 1.2070484, -0.14434944, 0.29676196, 0.7253257, 1.288242, 0.29747802, 0.6368564, -0.11509324, 0.7208037, -0.24157342, 0.0041154823, 0.6295432, 1.0654737, 0.18980534, 0.47736746, close
0.7158943, 0.95338553, 0.10295584, 0.88865185, 0.22000831, 1.1966523, -0.17882879, 0.30278155, 0.7123734, 1.3238128, 0.31174687, 0.62935644, -0.12972592, 0.74950385, -0.26015657, -0.027067779, 0.6065418, 1.078964, 0.19257472, 0.4780861, close
0.7604467, 0.9615143, 0.116892435, 0.89562094, 0.2128707, 1.1857805, -0.20602699, 0.3042698, 0.69147575, 1.3394324, 0.31745067, 0.6117521, -0.14736937, 0.7766437, -0.29004604, -0.05947196, 0.5787587, 1.0810747, 0.19429636, 0.4700711, close
0.8041391, 0.9671198, 0.12985958, 0.8956522, 0.20178974, 1.17706, -0.21832122, 0.3032197, 0.66791445, 1.3460352, 0.3234768, 0.58940953, -0.16233821, 0.7975834, -0.3237962, -0.08961667, 0.5555743, 1.0765791, 0.1975658, 0.46037784, close
0.8278784, 0.9679105, 0.14101271, 0.8956522, 0.18578675, 1.1716521, -0.21326989, 0.30222416, 0.6458579, 1.3483227, 0.33165434, 0.5659001, -0.17046498, 0.8106709, -0.35267627, -0.11566072, 0.5421808, 1.0676079, 0.20044118, 0.45670655, close
0.8673874, 0.9679105, 0.14101271, 0.8956522, 0.16640842, 1.167414, -0.19653843, 0.30168533, 0.6250956, 1.3495973, 0.33898145, 0.539677, -0.17185186, 0.8199507, -0.37117568, -0.13772765, 0.53396684, 1.0583917, 0.20452276, 0.4635515, close
0.87349135, 0.9701773, 0.14987172, 0.8956522, 0.14745682, 1.1618893, -0.17793941, 0.30219212, 0.60290605, 1.3513821, 0.34456447, 0.50853866, -0.16996813, 0.8296094, -0.37872747, -0.15663052, 0.5228729, 1.0537571, 0.2100217, 0.47768825, close
0.87349135, 0.9701773, 0.15818961, 0.9078104, 0.13360487, 1.1550682, -0.1674593, 0.3046385, 0.57715046, 1.3542764, 0.34909377, 0.47415903, -0.16948196, 0.8397078, -0.37938046, -0.17161413, 0.5041705, 1.0556626, 0.21825005, 0.49235448, close
0.87349135, 0.9701773, 0.15982231, 0.9364069, 0.12822779, 1.1485732, -0.1702551, 0.3097141, 0.54867864, 1.3573896, 0.35485438, 0.4476352, -0.1725916, 0.84763694, -0.3790771, -0.18038215, 0.47950974, 1.061405, 0.22677389, 0.5025103, close
0.87349135, 0.9701773, 0.15982231, 0.95796406, 0.12965961, 1.1436824, -0.18533581, 0.31776935, 0.512171, 1.3569317, 0.36045268, 0.43633944, -0.17966294, 0.85141814, -0.38220194, -0.18192437, 0.45729393, 1.0607452, 0.23085313, 0.5068947, close
0.87349135, 0.9701773, 0.15073214, 0.98603594, 0.13538237, 1.1395949, -0.20583673, 0.32758567, 0.46369562, 1.3421884, 0.35991117, 0.43778953, -0.18806194, 0.85260826, -0.38998303, -0.17835817, 0.44191876, 1.0407234, 0.22395971, 0.5056147, close
0.87349135, 0.9701773, 0.1420852, 1.044763, 0.14536467, 1.1356196, -0.22317977, 0.33700776, 0.3957564, 1.2998257, 0.34292546, 0.43574357, -0.19478773, 0.85355777, -0.4011975, -0.1725301, 0.43626252, 0.9908889, 0.20125118, 0.5001354, close
0.882396, 0.9646591, 0.1420852, 1.0787789, 0.1605861, 1.1317711, -0.23178667, 0.34449026, 0.30680132, 1.2190713, 0.3019573, 0.4158373, -0.19784985, 0.85589206, -0.41365084, -0.16728856, 0.43853503, 0.9073501, 0.16371186, 0.49209034, close
0.89098936, 0.8890578, 0.12992659, 1.0701454, 0.1797065, 1.129936, -0.2310782, 0.34914997, 0.2101501, 1.0949899, 0.23996973, 0.37487948, -0.19841054, 0.85881865, -0.42604864, -0.16266714, 0.44449404, 0.7974314, 0.11888884, 0.48233607, close
0.90191907, 0.7332117, 0.10667638, 1.0701454, 0.19726391, 1.1314963, -0.22323255, 0.35213453, 0.12770331, 0.93591106, 0.17564903, 0.32169732, -0.20011233, 0.8606393, -0.4367714, -0.15973149, 0.44977072, 0.6813106, 0.07790442, 0.47061327, close
0.90191907, 0.55701417, 0.08361993, 1.0701454, 0.20715396, 1.1379628, -0.21114689, 0.35433084, 0.078695826, 0.7692971, 0.13469015, 0.27125022, -0.20625804, 0.85808295, -0.44315305, -0.15889321, 0.4509202, 0.58610326, 0.052052967, 0.45785996, close
0.90190846, 0.48853803, 0.07925983, 1.0701454, 0.20872463, 1.149008, -0.1956726, 0.35730267, 0.06310509, 0.63682497, 0.12977064, 0.23399954, -0.21748988, 0.85070544, -0.4439731, -0.15979302, 0.449349, 0.5253963, 0.04203722, 0.44808814, close
0.8945633, 0.48511848, 0.07849891, 1.0701454, 0.20632741, 1.162992, -0.17924047, 0.3605154, 0.07085712, 0.56077456, 0.15076005, 0.22162756, -0.2332172, 0.83968216, -0.43964455, -0.16203846, 0.44702306, 0.49064264, 0.040657237, 0.44734034, close
0.8900601, 0.46889883, 0.07083549, 1.0908575, 0.20573622, 1.177677, -0.1634378, 0.36414477, 0.10608685, 0.52696306, 0.18763775, 0.24919592, -0.25084084, 0.8273732, -0.43259522, -0.1652472, 0.44296902, 0.46797487, 0.038796302, 0.45593792, close
0.8857538, 0.45541054, 0.07370047, 1.1198113, 0.21078824, 1.1901261, -0.15043147, 0.36806652, 0.18140717, 0.5275179, 0.2404969, 0.32761726, -0.26769018, 0.8178772, -0.42652103, -0.16952163, 0.43546054, 0.44981307, 0.033539284, 0.47393453, close
0.8716896, 0.44887, 0.063147575, 1.1407057, 0.21913545, 1.1997172, -0.14176771, 0.37394404, 0.29331157, 0.55208653, 0.30911487, 0.44181776, -0.28172606, 0.81209046, -0.42352378, -0.17455126, 0.42326552, 0.4242234, 0.021335447, 0.49839246, close
0.8461986, 0.43784118, 0.05988896, 1.1496317, 0.226828, 1.2077082, -0.13781968, 0.3828355, 0.41761607, 0.58996606, 0.3846847, 0.55991423, -0.2911574, 0.8073751, -0.42546543, -0.18065187, 0.40787616, 0.38072872, -2.2934251e-05, 0.529615, close
0.83259386, 0.42039788, 0.05988896, 1.1496317, 0.2305012, 1.2148855, -0.13684864, 0.3943202, 0.5289834, 0.62285537, 0.45416373, 0.6588614, -0.29498437, 0.8015426, -0.43212825, -0.18820576, 0.39726087, 0.31749976, -0.03496796, 0.56683147, close
0.8159674, 0.40181956, 0.04893196, 1.148449, 0.22875717, 1.2209888, -0.1357489, 0.40656304, 0.6153504, 0.6407366, 0.5092363, 0.7300876, -0.29302832, 0.79340535, -0.44133916, -0.1972168, 0.39566678, 0.23780833, -0.08268757, 0.60229176, close
0.8021178, 0.43677178, 0.034006257, 1.1283256, 0.2229667, 1.2243865, -0.13190608, 0.41695124, 0.6754838, 0.66023123, 0.54722524, 0.77265424, -0.28779536, 0.7863175, -0.45037967, -0.20730378, 0.40214598, 0.15864009, -0.13621138, 0.62922627, close
0.788297, 0.47139502, 0.02508238, 1.0900587, 0.21447201, 1.2238176, -0.1241629, 0.423049, 0.7122914, 0.72803986, 0.569836, 0.7910763, -0.28361246, 0.78451324, -0.45705447, -0.21761312, 0.41085458, 0.092719115, -0.18243466, 0.64486414, close
0.7951446, 0.49459904, 0.003393483, 1.081535, 0.20341605, 1.2189366, -0.11259528, 0.42387873, 0.7326881, 0.8532143, 0.5835824, 0.7936338, -0.28481346, 0.79011446, -0.46021914, -0.22696804, 0.41510665, 0.04405796, -0.20930544, 0.6518716, close
0.8126334, 0.53268856, -0.027179282, 1.077519, 0.18904576, 1.2113886, -0.09894966, 0.42012325, 0.7412491, 0.9906391, 0.5955452, 0.787628, -0.29243058, 0.80080855, -0.45993474, -0.23340383, 0.41283122, 0.020909848, -0.21639898, 0.65478176, close
0.78839415, 0.55500954, -0.054768454, 1.040492, 0.17163533, 1.2062469, -0.0845617, 0.4137594, 0.741051, 1.1017483, 0.60670656, 0.778656, -0.30499992, 0.80846834, -0.45653015, -0.23555484, 0.40674868, 0.020215495, -0.20560017, 0.6563177, close
0.7895411, 0.5639622, -0.061029814, 1.0365168, 0.15383074, 1.2078401, -0.07102429, 0.408202, 0.7366745, 1.1729059, 0.61867577, 0.7717856, -0.31803268, 0.8068168, -0.45112044, -0.23122059, 0.40183324, 0.044390272, -0.19122373, 0.65739256, close
0.8068266, 0.5660553, -0.061029814, 1.0463165, 0.14027555, 1.2164383, -0.05946966, 0.4067754, 0.73235077, 1.2086235, 0.6333918, 0.76960045, -0.32860473, 0.7951156, -0.44595814, -0.21970503, 0.40127295, 0.07926813, -0.18282872, 0.65678144, close
0.8161356, 0.5660553, -0.061029814, 1.0526003, 0.13370098, 1.2274462, -0.052275438, 0.4109255, 0.72974336, 1.2225592, 0.6508791, 0.77302593, -0.33747888, 0.7783105, -0.44329277, -0.20470433, 0.402805, 0.10955451, -0.18607396, 0.65340304, close
0.81949335, 0.5660553, -0.061029814, 1.0526003, 0.13170148, 1.236106, -0.05091532, 0.4188252, 0.7270885, 1.2311805, 0.6691927, 0.77831894, -0.34622216, 0.76373315, -0.44397354, -0.19305988, 0.4002287, 0.12933661, -0.19975325, 0.64481485, close
0.81952786, 0.5660553, -0.06190779, 1.0526003, 0.12803021, 1.2409897, -0.056410633, 0.42657182, 0.7200723, 1.2461827, 0.68343204, 0.77907306, -0.35645777, 0.75441754, -0.4478192, -0.18965219, 0.3885222, 0.14341626, -0.21571942, 0.62995905, close
0.825337, 0.5660553, -0.07458967, 1.0517372, 0.11715834, 1.2437677, -0.067291945, 0.43065372, 0.7018695, 1.2689816, 0.6872427, 0.7650525, -0.36887148, 0.7485453, -0.45299324, -0.19338502, 0.36526376, 0.15422136, -0.22688992, 0.60606855, close
0.84850144, 0.5660553, -0.08586511, 1.0239149, 0.09957578, 1.2465591, -0.079609886, 0.42952102, 0.66683227, 1.2933613, 0.67655385, 0.72764415, -0.38308087, 0.74294996, -0.45749816, -0.19896342, 0.33042127, 0.17190489, -0.22983275, 0.56976974, close
0.8943321, 0.5660553, -0.116950676, 1.0245491, 0.07912394, 1.2496932, -0.08830916, 0.42282456, 0.61211354, 1.3132644, 0.6522322, 0.6628383, -0.39890546, 0.7384286, -0.4585188, -0.19976102, 0.28742743, 0.19717425, -0.23052283, 0.5180432, close
